,id,loan_status,loan_status_prob
3748,"928056,8400,8400,8400, 36 months,9.49,269.04,B,""Manager, Tech Com"",10+ years,MORTGAGE,103000,Not Verified,42644,credit_card,TX,37.13,1,36739,0,11,0,23688,77.7,26,0,27592.68385;",0,0.018379249
3749,928057,1,0.54903865
3750,928058,0,0.2888272
3751,928059,0,0.37344545
3752,928060,1,0.66115385
3753,928061,1,0.57469445
3754,928062,0,0.21653096
3755,928063,1,0.85857904
3756,928064,0,0.1679176
3757,928065,0,0.21629931
3758,928066,1,0.66115385
3759,928067,0,0.299863
3760,928068,0,0.47852504
3761,928069,0,0.16772678
3762,928070,0,0.1679176
3763,928071,1,0.73016685
3764,928072,1,0.8564415
3765,928073,0,0.2995904
3766,928074,0,0.1679176
3767,928075,0,0.4577866
3768,928076,0,0.21629931
3769,928077,1,0.7962597
3770,928078,0,0.33649918
3771,928079,1,0.54903865
3772,928080,1,0.50834435
3773,928081,1,0.66115385
3774,928082,1,0.54903865
3775,928083,1,0.8564415
3776,928084,0,0.21629931
3777,928085,0,0.4577866
3778,928086,0,0.299863
3779,928087,0,0.21629931
3780,928088,1,0.5812685
3781,928089,1,0.5875824
3782,928090,0,0.3437535
3783,928091,1,0.6244216
3784,928092,1,0.59074694
3785,928093,1,0.67884105
3786,928094,1,0.69176185
3787,928095,0,0.20024763
3788,928096,0,0.1679176
3789,928097,0,0.25287047
3790,928098,0,0.21629931
3791,928099,1,0.58155614
3792,928100,1,0.6332973
3793,928101,0,0.1679176
3794,928102,1,0.66115385
3795,928103,1,0.54903865
3796,928104,0,0.2995904
3797,928105,1,0.59232837
3798,928106,0,0.19794507
3799,928107,1,0.68896717
3800,928108,0,0.38906276
3801,928109,1,0.58155614
3802,928110,1,0.52320546
3803,928111,0,0.21629931
3804,928112,1,0.8747073
3805,928113,1,0.55227363
3806,928114,0,0.37344545
3807,928115,1,0.52320546
3808,928116,1,0.50993675
3809,928117,1,0.720712
3810,928118,0,0.38595974
3811,928119,0,0.21653096
3812,928120,1,0.6213506
3813,928121,0,0.299863
3814,928122,0,0.2888272
3815,928123,1,0.8564415
3816,928124,1,0.83608127
3817,928125,1,0.57334834
3818,928126,1,0.6213506
3819,928127,1,0.6877612
3820,928128,1,0.64397484
3821,928129,1,0.8564415
3822,928130,0,0.299863
3823,928131,1,0.57334834
3824,928132,0,0.34404644
3825,928133,1,0.5603023
3826,928134,1,0.77009106
3827,928135,1,0.801267
3828,928136,1,0.58155614
3829,928137,1,0.59570104
3830,928138,1,0.7094956
3831,928139,1,0.8475349
3832,928140,1,0.6250989
3833,928141,0,0.34700292
3834,928142,1,0.6250989
3835,928143,0,0.37344545
3836,928144,0,0.34404644
3837,928145,1,0.6497235
3838,928146,0,0.299863
3839,928147,1,0.52320546
3840,928148,0,0.30234095
3841,928149,1,0.62815773
3842,928150,1,0.7557159
3843,928151,0,0.3547633
3844,928152,0,0.38906276
3845,928153,1,0.6317012
3846,928154,1,0.78186333
3847,928155,1,0.7094956
3848,928156,1,0.50834435
3849,928157,1,0.52320546
3850,928158,0,0.1679176
3851,928159,1,0.8819653
3852,928160,0,0.34404644
3853,928161,1,0.78186333
3854,928162,0,0.299863
3855,928163,1,0.52320546
3856,928164,0,0.3992329
3857,928165,0,0.1679176
3858,928166,1,0.8564415
3859,928167,0,0.38906276
3860,928168,1,0.9477388
3861,928169,1,0.6114991
3862,928170,1,0.77934813
3863,928171,1,0.5119529
3864,928172,1,0.7988371
3865,928173,1,0.66115385
3866,928174,1,0.64397484
3867,928175,1,0.58155614
3868,928176,1,0.52320546
3869,928177,0,0.1679176
3870,928178,1,0.58370876
3871,928179,0,0.21875711
3872,928180,1,0.7094956
3873,928181,0,0.21653096
3874,928182,1,0.8747073
3875,928183,1,0.930845
3876,928184,0,0.16955976
3877,928185,1,0.7557159
3878,928186,1,0.57541
3879,928187,0,0.21653096
3880,928188,0,0.1679176
3881,928189,1,0.76800257
3882,928190,1,0.64397484
3883,928191,1,0.7331828
3884,928192,1,0.85710996
3885,928193,0,0.32461068
3886,928194,1,0.58155614
3887,928195,0,0.30261496
3888,928196,1,0.7703239
3889,928197,0,0.48554823
3890,928198,1,0.8564415
3891,928199,1,0.74079955
3892,928200,1,0.84791106
3893,928201,1,0.57541
3894,928202,0,0.21629931
3895,928203,1,0.5765434
3896,928204,1,0.69056183
3897,928205,1,0.55878335
3898,928206,0,0.3961013
3899,928207,0,0.4581258
3900,928208,1,0.76702625
3901,928209,0,0.299863
3902,928210,1,0.62815773
3903,928211,0,0.299863
3904,928212,0,0.4581258
3905,928213,1,0.80264306
3906,928214,1,0.59116024
3907,928215,1,0.50993675
3908,928216,0,0.21653096
3909,928217,0,0.4631704
3910,928218,0,0.299863
3911,928219,0,0.38906276
3912,928220,0,0.2888272
3913,928221,0,0.21653096
3914,928222,1,0.54508334
3915,928223,1,0.58473426
3916,928224,0,0.4577866
3917,928225,1,0.7094956
3918,928226,0,0.332156
3919,928227,0,0.1679176
3920,928228,1,0.7094956
3921,928229,0,0.37344545
3922,928230,1,0.6718678
3923,"928231,30000,30000,30000, 60 months,9.49,629.91,B,""Assistant VP, Client Executive"",10+ years,MORTGAGE,115000,Source Verified,42644,debt_consolidation,CA,21.94,0,30225,0,18,0,9386,16.9,36,0,36093.32;",0,0.018379249
3924,928232,0,0.43482038
3925,928233,1,0.92348987
3926,928234,1,0.75928116
3927,928235,1,0.62990326
3928,928236,1,0.7703239
3929,928237,1,0.8564415
3930,928238,1,0.76800257
3931,928239,1,0.66115385
3932,928240,1,0.8564415
3933,928241,1,0.8761331
3934,928242,0,0.2915201
3935,928243,0,0.38906276
3936,928244,1,0.8338817
3937,928245,1,0.57334834
3938,928246,1,0.67367816
3939,928247,0,0.21629931
3940,928248,0,0.21653096
3941,928249,1,0.74482965
3942,928250,0,0.19816208
3943,928251,0,0.19794507
3944,928252,1,0.54903865
3945,928253,1,0.57541
3946,928254,1,0.58155614
3947,928255,0,0.25287047
3948,928256,0,0.1679176
3949,928257,1,0.88446337
3950,928258,1,0.91161734
3951,928259,1,0.77934813
3952,928260,1,0.5116115
3953,928261,1,0.9060057
3954,928262,1,0.74079955
3955,928263,0,0.299863
3956,928264,1,0.6359636
3957,928265,1,0.50993675
3958,928266,1,0.7094956
3959,928267,0,0.19816208
3960,928268,1,0.74330205
3961,928269,0,0.30261496
3962,928270,1,0.52320546
3963,928271,1,0.56541735
3964,928272,0,0.19794507
3965,928273,0,0.2915201
3966,928274,1,0.84791106
3967,928275,0,0.25287047
3968,928276,0,0.34404644
3969,928277,0,0.49870375
3970,928278,1,0.5685722
3971,928279,0,0.299863
3972,928280,1,0.8831207
3973,"928281,10000,10000,10000, 36 months,12.79,335.93,C,""Owner, Acupuncturist"",2 years,RENT,60000,Source Verified,42644,debt_consolidation,TX,32.43,0,37043,0,5,0,3626,42.7,12,0,17199.29918;",0,0.018379249
3974,928282,0,0.38595974
3975,928283,1,0.7988371
3976,928284,1,0.57334834
3977,928285,1,0.54903865
3978,928286,0,0.38595974
3979,928287,0,0.25287047
3980,928288,0,0.4577866
3981,928289,1,0.9085264
3982,928290,1,0.50993675
3983,928291,0,0.2550888
3984,928292,0,0.299863
3985,928293,1,0.7094956
3986,928294,0,0.37344545
3987,928295,0,0.48554823
3988,928296,1,0.78505445
3989,928297,1,0.57541
3990,928298,0,0.34404644
3991,928299,0,0.3992329
3992,928300,1,0.65861654
3993,928301,1,0.52320546
3994,928302,1,0.78175867
3995,928303,1,0.7481387
3996,928304,1,0.57177633
3997,928305,1,0.5620041
3998,928306,1,0.7985809
3999,928307,1,0.5086858
4000,928308,1,0.8920429
4001,928309,0,0.21653096
4002,928310,1,0.5685722
4003,928311,1,0.76748043
4004,928312,0,0.47678506
4005,928313,0,0.19816208
4006,928314,1,0.69280285
4007,928315,0,0.38595974
4008,928316,0,0.43494818
4009,928317,0,0.3961013
4010,928318,0,0.34404644
4011,928319,1,0.58155614
4012,928320,1,0.52320546
4013,928321,1,0.78446984
4014,928322,1,0.7094956
4015,928323,1,0.78186333
4016,928324,1,0.8759459
4017,928325,0,0.332156
4018,928326,0,0.25287047
4019,928327,1,0.82411015
4020,928328,1,0.6317012
4021,928329,1,0.85804147
4022,928330,1,0.78186333
4023,928331,0,0.299863
4024,928332,0,0.16975223
4025,928333,0,0.38906276
4026,928334,0,0.25534847
4027,928335,1,0.7094956
4028,928336,1,0.52320546
4029,928337,0,0.2888272
4030,928338,0,0.19794507
4031,928339,0,0.1679176
4032,928340,0,0.1679176
4033,928341,1,0.61743265
4034,928342,0,0.34404644
4035,928343,0,0.38595974
4036,928344,1,0.79884505
4037,928345,1,0.78515273
4038,928346,1,0.52320546
4039,928347,1,0.8512663
4040,928348,0,0.21629931
4041,928349,1,0.52320546
4042,928350,1,0.52320546
4043,928351,0,0.42193696
4044,928352,0,0.299863
4045,928353,0,0.4577866
4046,928354,1,0.5765434
4047,928355,1,0.8564415
4048,928356,1,0.5875824
4049,928357,0,0.1679176
4050,928358,1,0.62815773
4051,928359,1,0.6710591
4052,928360,1,0.58155614
4053,928361,0,0.20002893
4054,928362,1,0.8378652
4055,928363,1,0.74330205
4056,928364,0,0.299863
4057,928365,1,0.76800257
4058,928366,1,0.6250989
4059,928367,1,0.6250989
4060,928368,1,0.54508334
4061,928369,1,0.97969073
4062,928370,1,0.8564415
4063,928371,0,0.19816208
4064,928372,1,0.58155614
4065,928373,0,0.299863
4066,928374,1,0.9592169
4067,928375,1,0.8564415
4068,928376,1,0.67367816
4069,928377,0,0.25287047
4070,928378,0,0.1679176
4071,928379,0,0.43816403
4072,928380,1,0.90960723
4073,928381,1,0.81315297
4074,928382,0,0.299863
4075,928383,1,0.5264659
4076,928384,1,0.52320546
4077,928385,1,0.52320546
4078,928386,0,0.2918989
4079,928387,1,0.53255016
4080,928388,1,0.5765434
4081,928389,1,0.9060057
4082,928390,1,0.84791106
4083,928391,1,0.8564415
4084,928392,0,0.21852376
4085,928393,1,0.85291404
4086,928394,1,0.64397484
4087,928395,0,0.19816208
4088,928396,1,0.6575685
4089,928397,0,0.30261496
4090,928398,1,0.74330205
4091,928399,0,0.19816208
4092,"928400,24000,24000,24000, 60 months,24.99,704.3,E,""Director, Engineering"",< 1 year,RENT,165000,Verified,42644,home_improvement,NJ,28.8,0,37561,0,17,0,19338,45,29,0,22335.85429;",0,0.018379249
4093,928401,0,0.21653096
4094,928402,0,0.299863
4095,928403,0,0.47852504
4096,928404,1,0.7498084
4097,928405,0,0.2888272
4098,928406,0,0.3992329
4099,928407,0,0.4581258
4100,928408,1,0.6213506
4101,928409,0,0.48250967
4102,928410,0,0.21653096
4103,928411,1,0.8433096
4104,928412,0,0.396947
4105,928413,1,0.5685722
4106,928414,0,0.4581258
4107,928415,0,0.25287047
4108,928416,1,0.5685722
4109,928417,0,0.299863
4110,928418,0,0.21875711
4111,928419,0,0.1679176
4112,928420,1,0.5264659
4113,928421,0,0.37344545
4114,928422,1,0.54903865
4115,928423,1,0.9085264
4116,928424,0,0.4581258
4117,928425,0,0.48250967
4118,928426,1,0.52320546
4119,928427,1,0.6250989
4120,928428,1,0.58155614
4121,928429,1,0.55878335
4122,928430,1,0.5980557
4123,928431,1,0.9448984
4124,928432,1,0.66115385
4125,928433,1,0.66115385
4126,928434,0,0.1679176
4127,928435,0,0.2888272
4128,928436,0,0.48250967
4129,928437,1,0.52320546
4130,928438,1,0.62990326
4131,928439,1,0.52320546
4132,928440,0,0.38595974
4133,928441,1,0.50993675
4134,928442,1,0.69533956
4135,928443,0,0.16772678
4136,928444,0,0.48554823
4137,928445,1,0.94358855
4138,928446,0,0.42193696
4139,928447,0,0.43494818
4140,928448,1,0.7121829
4141,928449,0,0.38595974
4142,928450,0,0.34404644
4143,928451,1,0.54903865
4144,928452,0,0.4613731
4145,928453,1,0.54903865
4146,928454,1,0.8831207
4147,928455,0,0.2888272
4148,928456,0,0.42193696
4149,928457,0,0.30261496
4150,928458,0,0.1679176
4151,928459,0,0.21875711
4152,928460,1,0.8433096
4153,928461,1,0.6244216
4154,928462,0,0.21653096
4155,928463,0,0.1679176
4156,928464,0,0.1679176
4157,928465,1,0.88702804
4158,928466,1,0.7094956
4159,928467,1,0.8831207
4160,928468,1,0.57334834
4161,928469,0,0.33714455
4162,928470,0,0.34404644
4163,928471,0,0.43494818
4164,928472,1,0.7094956
4165,928473,1,0.57541
4166,928474,1,0.89958185
4167,928475,0,0.4581258
4168,928476,1,0.6250989
4169,928477,1,0.52320546
4170,928478,0,0.21653096
4171,928479,1,0.64397484
4172,928480,1,0.84791106
4173,928481,0,0.25287047
4174,928482,0,0.3922893
4175,928483,1,0.50993675
4176,928484,1,0.58155614
4177,928485,0,0.16975223
4178,928486,0,0.43482038
4179,928487,1,0.8338817
4180,928488,1,0.58155614
4181,928489,1,0.7094956
4182,928490,1,0.7094956
4183,928491,0,0.299863
4184,928492,1,0.74079955
4185,928493,0,0.2888272
4186,928494,0,0.299863
4187,928495,0,0.37015694
4188,928496,0,0.16975223
4189,928497,0,0.43494818
4190,928498,1,0.8747073
4191,928499,0,0.43816403
4192,928500,1,0.5943163
4193,928501,1,0.78293914
4194,928502,0,0.43494818
4195,928503,1,0.82101077
4196,928504,1,0.64696664
4197,928505,0,0.2915201
4198,928506,0,0.2915201
4199,928507,1,0.7926701
4200,928508,1,0.52320546
4201,928509,1,0.69533956
4202,928510,1,0.7453083
4203,928511,1,0.95443344
4204,928512,0,0.299863
4205,"928513,16000,16000,16000, 60 months,15.59,385.62,C,""Realtor, CRS"",10+ years,OWN,105000,Source Verified,42644,credit_card,GA,22.69,0,38353,1,8,0,11810,82,33,0,11135.94;",0,0.018379249
4206,928514,1,0.57334834
4207,928515,1,0.6244216
4208,928516,1,0.52320546
4209,928517,0,0.4577866
4210,928518,0,0.42193696
4211,928519,0,0.42193696
4212,928520,1,0.83608127
4213,928521,0,0.299863
4214,928522,0,0.19794507
4215,928523,1,0.58155614
4216,928524,1,0.81315297
4217,928525,0,0.48554823
4218,928526,0,0.21653096
4219,928527,1,0.69533956
4220,928528,1,0.50993675
4221,928529,1,0.67367816
4222,928530,0,0.21653096
4223,928531,1,0.54903865
4224,928532,1,0.69533956
4225,928533,1,0.6194133
4226,928534,0,0.48250967
4227,928535,0,0.299863
4228,928536,0,0.48035365
4229,928537,1,0.63473755
4230,928538,0,0.2888272
4231,928539,0,0.16772678
4232,928540,0,0.299863
4233,928541,0,0.47678506
4234,928542,0,0.16975223
4235,928543,1,0.5264659
4236,928544,1,0.57334834
4237,928545,0,0.34404644
4238,928546,1,0.84791106
4239,928547,1,0.5685722
4240,928548,1,0.52320546
4241,928549,1,0.89329547
4242,928550,0,0.1679176
4243,928551,1,0.65861654
4244,928552,0,0.34404644
4245,928553,0,0.299863
4246,928554,1,0.5685722
4247,928555,0,0.21629931
4248,928556,1,0.8228
4249,928557,1,0.78186333
4250,928558,1,0.52320546
4251,928559,0,0.37650958
4252,928560,1,0.801267
4253,928561,1,0.7353645
4254,928562,1,0.83568484
4255,928563,0,0.21653096
4256,928564,1,0.59116024
4257,928565,1,0.57334834
4258,928566,1,0.75812143
4259,928567,0,0.299863
4260,928568,0,0.25287047
4261,928569,1,0.5685722
4262,928570,0,0.21852376
4263,928571,0,0.42193696
4264,928572,1,0.81315297
4265,928573,1,0.69533956
4266,928574,0,0.2888272
4267,928575,0,0.48250967
4268,928576,1,0.52320546
4269,928577,0,0.19816208
4270,928578,1,0.7840849
4271,928579,1,0.73223877
4272,928580,1,0.5875824
4273,928581,1,0.63473755
4274,928582,1,0.84791106
4275,928583,0,0.1679176
4276,928584,0,0.1679176
4277,928585,1,0.52320546
4278,928586,0,0.38595974
4279,928587,0,0.299863
4280,928588,1,0.64397484
4281,928589,1,0.67598414
4282,928590,0,0.4613731
4283,928591,1,0.76702625
4284,928592,1,0.8564415
4285,928593,0,0.34404644
4286,928594,1,0.57334834
4287,928595,1,0.8831207
4288,928596,0,0.1679176
4289,928597,1,0.7453083
4290,928598,1,0.54903865
4291,928599,0,0.299863
4292,928600,0,0.37650958
4293,928601,1,0.69810206
4294,928602,1,0.53255016
4295,928603,1,0.76702625
4296,928604,0,0.1679176
4297,928605,0,0.332156
4298,928606,1,0.7094956
4299,928607,0,0.21653096
4300,928608,1,0.8831207
4301,928609,1,0.74330205
4302,928610,1,0.62990326
4303,928611,1,0.8508951
4304,928612,0,0.19816208
4305,928613,1,0.6963295
4306,928614,1,0.6250989
4307,928615,0,0.21653096
4308,928616,0,0.37344545
4309,928617,1,0.51320344
4310,928618,0,0.38595974
4311,928619,0,0.1679176
4312,928620,0,0.2888272
4313,928621,1,0.52320546
4314,928622,1,0.56352067
4315,928623,1,0.90388143
4316,928624,1,0.57334834
4317,928625,1,0.578601
4318,928626,0,0.16955976
4319,928627,1,0.8228
4320,928628,0,0.299863
4321,928629,1,0.57334834
4322,928630,1,0.64857227
4323,928631,0,0.46064875
4324,928632,0,0.38595974
4325,928633,1,0.50993675
4326,928634,1,0.57177633
4327,928635,0,0.26507372
4328,928636,1,0.89179516
4329,928637,1,0.5264659
4330,928638,0,0.299863
4331,928639,0,0.30261496
4332,928640,0,0.396947
4333,928641,1,0.91333175
4334,928642,1,0.78186333
4335,928643,0,0.38595974
4336,928644,1,0.88446337
4337,928645,1,0.58370876
4338,928646,0,0.21875711
4339,928647,0,0.38595974
4340,928648,1,0.78186333
4341,928649,1,0.8759459
4342,928650,1,0.88446337
4343,928651,0,0.37596646
4344,928652,1,0.578601
4345,928653,1,0.8564415
4346,928654,0,0.2888272
4347,928655,1,0.5875824
4348,928656,0,0.299863
4349,928657,0,0.21653096
4350,928658,0,0.37344545
4351,928659,1,0.89839464
4352,928660,0,0.21653096
4353,928661,0,0.2888272
4354,928662,1,0.67598414
4355,928663,0,0.299863
4356,928664,0,0.299863
4357,928665,1,0.52320546
4358,928666,0,0.21653096
4359,928667,0,0.2924964
4360,928668,1,0.76748043
4361,928669,0,0.299863
4362,928670,0,0.1679176
4363,928671,1,0.92931217
4364,928672,1,0.6250989
4365,928673,1,0.58473426
4366,928674,0,0.37344545
4367,928675,1,0.7094956
4368,928676,0,0.299863
4369,928677,1,0.58473426
4370,928678,1,0.67367816
4371,928679,1,0.5875824
4372,928680,1,0.8759459
4373,928681,1,0.52320546
4374,928682,0,0.299863
4375,928683,0,0.34404644
4376,928684,0,0.28997728
4377,928685,1,0.58155614
4378,928686,0,0.42456356
4379,928687,0,0.299863
4380,928688,1,0.61743265
4381,928689,0,0.30261496
4382,928690,0,0.21653096
4383,928691,0,0.16772678
4384,928692,0,0.299863
4385,928693,1,0.57177633
4386,928694,1,0.58155614
4387,928695,1,0.7121829
4388,928696,1,0.6877612
4389,928697,0,0.2888272
4390,928698,1,0.78186333
4391,928699,0,0.19816208
4392,928700,0,0.2888272
4393,928701,0,0.30261496
4394,928702,1,0.76702625
4395,928703,0,0.38595974
4396,928704,1,0.8581028
4397,928705,0,0.38906276
4398,928706,1,0.5685722
4399,928707,1,0.78186333
4400,928708,1,0.5361403
4401,928709,0,0.19816208
4402,928710,1,0.5685722
4403,928711,1,0.64397484
4404,928712,1,0.58155614
4405,928713,1,0.83608127
4406,928714,1,0.5685722
4407,928715,1,0.796736
4408,928716,1,0.64397484
4409,928717,1,0.64397484
4410,928718,1,0.5264659
4411,928719,1,0.64397484
4412,928720,0,0.299863
4413,928721,1,0.8095093
4414,928722,0,0.25287047
4415,928723,1,0.8495894
4416,928724,1,0.68896717
4417,928725,1,0.67367816
4418,928726,1,0.5603023
4419,928727,0,0.43494818
4420,928728,0,0.299863
4421,928729,0,0.4577866
4422,928730,0,0.1679176
4423,928731,0,0.332156
4424,928732,1,0.8681094
4425,928733,1,0.8338817
4426,928734,1,0.57541
4427,928735,1,0.58473426
4428,928736,1,0.81571615
4429,928737,1,0.62880224
4430,928738,1,0.58155614
4431,928739,0,0.299863
4432,928740,1,0.57334834
4433,928741,1,0.8512663
4434,928742,1,0.52320546
4435,928743,1,0.6329459
4436,928744,1,0.57541
4437,928745,1,0.52320546
4438,928746,0,0.21653096
4439,928747,1,0.7121829
4440,928748,1,0.52320546
4441,928749,1,0.89329547
4442,928750,0,0.4577866
4443,928751,1,0.8747073
4444,928752,1,0.7074468
4445,928753,0,0.30261496
4446,928754,1,0.58284116
4447,928755,1,0.8905271
4448,928756,0,0.21653096
4449,928757,0,0.38595974
4450,928758,0,0.299863
4451,928759,1,0.59116024
4452,928760,0,0.1679176
4453,928761,1,0.83568484
4454,928762,1,0.9477388
4455,928763,1,0.6244216
4456,928764,1,0.5556444
4457,928765,0,0.16772678
4458,928766,0,0.38595974
4459,928767,0,0.299863
4460,928768,0,0.38906276
4461,928769,1,0.66816664
4462,928770,1,0.8791352
4463,928771,1,0.57334834
4464,928772,1,0.91161734
4465,928773,1,0.80264306
4466,928774,1,0.52320546
4467,928775,1,0.81315297
4468,928776,0,0.2888272
4469,928777,1,0.74079955
4470,928778,1,0.5685722
4471,928779,0,0.38906276
4472,928780,0,0.21629931
4473,928781,1,0.5875824
4474,928782,0,0.34404644
4475,928783,0,0.38595974
4476,928784,1,0.50993675
4477,928785,0,0.4577866
4478,928786,1,0.66115385
4479,928787,0,0.299863
4480,928788,1,0.83608127
4481,928789,0,0.19794507
4482,928790,1,0.92281234
4483,928791,1,0.8564415
4484,928792,1,0.78709453
4485,928793,1,0.54903865
4486,928794,1,0.7840849
4487,928795,1,0.52320546
4488,928796,1,0.64397484
4489,928797,1,0.5264659
4490,928798,0,0.3060853
4491,928799,1,0.5943163
4492,928800,1,0.9648341
4493,928801,1,0.55227363
4494,928802,1,0.58473426
4495,928803,0,0.4613731
4496,928804,1,0.8512663
4497,928805,0,0.21653096
4498,928806,1,0.76702625
4499,928807,1,0.78186333
4500,928808,1,0.52320546
4501,928809,0,0.299863
4502,928810,0,0.4638986
4503,928811,0,0.48250967
4504,928812,1,0.54903865
4505,928813,1,0.54903865
4506,928814,1,0.74079955
4507,928815,0,0.299863
4508,928816,0,0.33714455
4509,928817,1,0.7094956
4510,928818,1,0.578601
4511,928819,0,0.30261496
4512,928820,1,0.63473755
4513,928821,1,0.54903865
4514,928822,0,0.299863
4515,928823,1,0.52320546
4516,928824,0,0.21653096
4517,928825,0,0.299863
4518,928826,1,0.8831207
4519,928827,0,0.30261496
4520,928828,1,0.8831207
4521,928829,1,0.8564415
4522,928830,0,0.37344545
4523,928831,0,0.3922893
4524,928832,1,0.64397484
4525,928833,0,0.299863
4526,928834,1,0.5086858
4527,928835,1,0.8378652
4528,928836,1,0.76748043
4529,928837,1,0.9027395
4530,928838,0,0.299863
4531,928839,1,0.5749592
4532,928840,0,0.299863
4533,928841,1,0.57334834
4534,928842,0,0.1679176
4535,928843,1,0.7557159
4536,928844,0,0.20002893
4537,928845,1,0.67367816
4538,928846,0,0.21653096
4539,928847,0,0.47852504
4540,928848,0,0.299863
4541,928849,1,0.9576179
4542,928850,1,0.5603023
4543,928851,1,0.76702625
4544,928852,0,0.21653096
4545,928853,0,0.41170254
4546,928854,1,0.7094956
4547,928855,0,0.19816208
4548,928856,1,0.90507185
4549,928857,0,0.299863
4550,928858,1,0.83608127
4551,928859,0,0.21653096
4552,928860,0,0.21653096
4553,928861,0,0.1679176
4554,928862,1,0.74330205
4555,928863,0,0.25287047
4556,928864,1,0.8747073
4557,928865,1,0.5264659
4558,928866,1,0.83608127
4559,928867,0,0.34404644
4560,928868,1,0.90507185
4561,928869,1,0.52320546
4562,928870,1,0.58155614
4563,928871,0,0.3922893
4564,928872,1,0.62051606
4565,928873,0,0.2526125
4566,928874,1,0.88446337
4567,928875,1,0.8747073
4568,928876,1,0.6895048
4569,928877,1,0.52320546
4570,928878,0,0.21653096
4571,928879,1,0.69810206
4572,928880,0,0.299863
4573,928881,0,0.43494818
4574,928882,0,0.4581258
4575,928883,0,0.49870375
4576,928884,1,0.50993675
4577,928885,1,0.58370876
4578,928886,0,0.19816208
4579,928887,0,0.16975223
4580,928888,0,0.299863
4581,928889,1,0.68500865
4582,928890,1,0.58155614
4583,928891,0,0.37015694
4584,928892,0,0.38595974
4585,928893,1,0.7094956
4586,928894,0,0.1679176
4587,928895,1,0.7094956
4588,928896,0,0.38595974
4589,928897,0,0.2995904
4590,928898,1,0.58155614
4591,928899,0,0.38595974
4592,928900,0,0.1679176
4593,928901,1,0.6317012
4594,928902,0,0.16975223
4595,928903,1,0.52320546
4596,928904,1,0.64397484
4597,928905,1,0.50993675
4598,928906,1,0.52320546
4599,928907,0,0.299863
4600,928908,1,0.69533956
4601,928909,1,0.66115385
4602,928910,1,0.69533956
4603,928911,0,0.21629931
4604,928912,1,0.5749592
4605,928913,1,0.52320546
4606,928914,1,0.57541
4607,928915,1,0.8564415
4608,928916,1,0.81513125
4609,928917,0,0.19816208
4610,928918,1,0.50993675
4611,928919,0,0.2918989
4612,928920,0,0.38595974
4613,928921,0,0.16955976
4614,928922,0,0.4581258
4615,928923,1,0.5264659
4616,928924,0,0.21629931
4617,928925,0,0.48250967
4618,928926,0,0.2888272
4619,928927,1,0.78186333
4620,928928,0,0.25287047
4621,928929,1,0.9071132
4622,928930,1,0.52320546
4623,928931,1,0.76800257
4624,928932,0,0.21875711
4625,928933,1,0.50993675
4626,928934,1,0.8564415
4627,928935,1,0.62990326
4628,928936,0,0.2888272
4629,928937,1,0.5765434
4630,928938,0,0.38595974
4631,928939,1,0.57177633
4632,928940,0,0.37650958
4633,928941,0,0.299863
4634,928942,1,0.5685722
4635,928943,1,0.9470874
4636,928944,1,0.8837471
4637,928945,1,0.78186333
4638,928946,0,0.38595974
4639,928947,1,0.76800257
4640,928948,1,0.6317012
4641,928949,0,0.26605755
4642,928950,0,0.1679176
4643,928951,1,0.8512663
4644,928952,1,0.73281246
4645,928953,1,0.52320546
4646,928954,1,0.52320546
4647,928955,1,0.67367816
4648,928956,1,0.52320546
4649,928957,1,0.6575685
4650,928958,0,0.299863
4651,928959,1,0.5264659
4652,928960,1,0.5264659
4653,928961,1,0.58155614
4654,928962,1,0.52320546
4655,928963,1,0.9590316
4656,928964,0,0.25287047
4657,928965,0,0.34404644
4658,928966,0,0.21629931
4659,928967,0,0.1679176
4660,928968,0,0.37344545
4661,928969,1,0.74330205
4662,928970,0,0.21629931
4663,928971,1,0.6213506
4664,928972,1,0.8759459
4665,928973,1,0.8041184
4666,928974,0,0.48554823
4667,928975,1,0.6250989
4668,928976,1,0.58155614
4669,928977,0,0.42489737
4670,928978,1,0.62990326
4671,928979,0,0.1679176
4672,928980,1,0.52320546
4673,928981,1,0.5765434
4674,928982,0,0.1679176
4675,928983,1,0.57541
4676,928984,1,0.8074851
4677,928985,0,0.25287047
4678,928986,0,0.34404644
4679,928987,0,0.299863
4680,928988,1,0.76800257
4681,928989,1,0.91161734
4682,928990,1,0.54903865
4683,928991,0,0.21875711
4684,928992,0,0.30261496
4685,928993,0,0.21653096
4686,928994,1,0.8831207
4687,928995,1,0.912665
4688,928996,1,0.5685722
4689,928997,0,0.1679176
4690,928998,1,0.50993675
4691,928999,0,0.4581258
4692,929000,1,0.7094956
4693,929001,0,0.2995904
4694,929002,1,0.52943504
4695,929003,1,0.57334834
4696,929004,1,0.52320546
4697,929005,1,0.8564415
4698,929006,1,0.73281246
4699,929007,0,0.37344545
4700,929008,1,0.58155614
4701,929009,0,0.2526125
4702,929010,1,0.57541
4703,929011,1,0.6250989
4704,929012,1,0.50993675
4705,929013,1,0.8512663
4706,929014,1,0.67598414
4707,929015,0,0.299863
4708,929016,1,0.85453033
4709,929017,1,0.52320546
4710,929018,1,0.7840849
4711,929019,1,0.81315297
4712,929020,0,0.30261496
4713,929021,0,0.38595974
4714,929022,1,0.7573966
4715,929023,1,0.50993675
4716,929024,1,0.5812685
